Session, Time, Freq (MHz), KrakenSDR ID, Latitude, Longitude, Bearing, Direction
(3, '2024-10-13T20:53:38.015462', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 357.0)
(3, '2024-10-13T20:53:38.470629', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 358.0)
(3, '2024-10-13T20:53:38.489662', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 358.0)
(3, '2024-10-13T20:53:38.894296', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 359.0)
(3, '2024-10-13T20:53:38.896233', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 359.0)
(3, '2024-10-13T20:53:39.328444', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 358.0)
(3, '2024-10-13T20:53:39.330061', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 358.0)
(3, '2024-10-13T20:53:39.755029', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 359.0)
(3, '2024-10-13T20:53:39.756926', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 359.0)
(3, '2024-10-13T20:53:40.190732', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 358.0)
(3, '2024-10-13T20:53:40.192898', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 358.0)
(3, '2024-10-13T20:53:40.634444', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 359.0)
(3, '2024-10-13T20:53:40.636221', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 359.0)
(3, '2024-10-13T20:53:41.067483', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 358.0)
(3, '2024-10-13T20:53:41.069452', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 358.0)
(3, '2024-10-13T20:53:41.507701', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 359.0)
(3, '2024-10-13T20:53:41.509553', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 359.0)
(3, '2024-10-13T20:53:41.943543', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 359.0)
(3, '2024-10-13T20:53:41.945450', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 359.0)
(3, '2024-10-13T20:53:42.392010', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 359.0)
(3, '2024-10-13T20:53:42.393892', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 359.0)
(3, '2024-10-13T20:53:42.815377', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 359.0)
(3, '2024-10-13T20:53:42.818096', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 359.0)
(3, '2024-10-13T20:53:43.257699', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 359.0)
(3, '2024-10-13T20:53:43.259526', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 359.0)
(3, '2024-10-13T20:53:43.696939', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 359.0)
(3, '2024-10-13T20:53:43.699271', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 359.0)
(3, '2024-10-13T20:53:44.121510', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 358.0)
(3, '2024-10-13T20:53:44.123478', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 358.0)
(3, '2024-10-13T20:53:44.575604', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 358.0)
(3, '2024-10-13T20:53:44.577468', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 358.0)
(3, '2024-10-13T20:53:45.009116', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 359.0)
(3, '2024-10-13T20:53:45.011023', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 359.0)
(3, '2024-10-13T20:53:45.440951', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 358.0)
(3, '2024-10-13T20:53:45.442851', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 358.0)
(3, '2024-10-13T20:53:45.874981', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 359.0)
(3, '2024-10-13T20:53:45.876877', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 359.0)
(3, '2024-10-13T20:53:46.315341', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 358.0)
(3, '2024-10-13T20:53:46.317460', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 358.0)
(3, '2024-10-13T20:53:46.748161', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 358.0)
(3, '2024-10-13T20:53:46.750061', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 358.0)
(3, '2024-10-13T20:53:47.188245', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 358.0)
(3, '2024-10-13T20:53:47.190034', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 358.0)
(3, '2024-10-13T20:53:47.635646', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 359.0)
(3, '2024-10-13T20:53:47.637658', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 359.0)
(3, '2024-10-13T20:53:48.059691', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 358.0)
(3, '2024-10-13T20:53:48.061448', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 358.0)
(3, '2024-10-13T20:53:48.499483', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 358.0)
(3, '2024-10-13T20:53:48.501262', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 358.0)
(3, '2024-10-13T20:53:48.939153', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 359.0)
(3, '2024-10-13T20:53:48.941184', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 359.0)
(3, '2024-10-13T20:53:49.375481', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 356.0)
(3, '2024-10-13T20:53:49.377238', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 356.0)
(3, '2024-10-13T20:53:49.814829', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 358.0)
(3, '2024-10-13T20:53:49.816708', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 358.0)
(3, '2024-10-13T20:53:50.252805', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(3, '2024-10-13T20:53:50.254692', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(3, '2024-10-13T20:53:51.116280', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 13.0)
(3, '2024-10-13T20:53:51.118442', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 13.0)
(3, '2024-10-13T20:53:51.555414', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 12.0)
(3, '2024-10-13T20:53:51.557420', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 12.0)
(3, '2024-10-13T20:53:52.002402', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 12.0)
(3, '2024-10-13T20:53:52.005251', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 12.0)
(3, '2024-10-13T20:53:52.865562', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 12.0)
(3, '2024-10-13T20:53:52.868081', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 12.0)
(3, '2024-10-13T20:53:53.301660', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 12.0)
(3, '2024-10-13T20:53:53.303600', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 12.0)
(3, '2024-10-13T20:53:54.181839', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 13.0)
(3, '2024-10-13T20:53:54.184549', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 13.0)
(3, '2024-10-13T20:53:54.624443', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 13.0)
(3, '2024-10-13T20:53:54.626738', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 13.0)
(3, '2024-10-13T20:53:55.061058', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 13.0)
(3, '2024-10-13T20:53:55.062917', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 13.0)
(3, '2024-10-13T20:53:55.498261', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 14.0)
(3, '2024-10-13T20:53:55.500121', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 14.0)
(3, '2024-10-13T20:53:55.924271', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 13.0)
(3, '2024-10-13T20:53:55.926068', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 13.0)
(3, '2024-10-13T20:53:56.361111', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 14.0)
(3, '2024-10-13T20:53:56.363411', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 14.0)
(3, '2024-10-13T20:53:56.804307', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 11.0)
(3, '2024-10-13T20:53:56.806180', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 11.0)
(3, '2024-10-13T20:53:57.679302', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 13.0)
(3, '2024-10-13T20:53:57.680991', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 13.0)
(3, '2024-10-13T20:53:58.116080', 96.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 11.0)
(3, '2024-10-13T20:53:58.117898', 96.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 11.0)
(4, '2024-10-13 17:53:58', None, None, None, None, None, None)
(4, '2024-10-13T20:53:58.992293', 92.0, 1, 47.152155637669935, 37.51730917399983, 180.0, 13.0)
(4, '2024-10-13T20:53:58.994109', 92.0, 2, 47.131840148609655, 37.454905671766035, 140.0, 13.0)
(5, '2024-10-13 17:54:16', None, None, None, None, None, None)
(5, '2024-10-13T20:54:18.213847', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 292.0)
(5, '2024-10-13T20:54:18.215841', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 292.0)
(5, '2024-10-13T20:54:19.196473', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 293.0)
(5, '2024-10-13T20:54:19.198262', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 293.0)
(5, '2024-10-13T20:54:22.823086', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:22.824923', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:23.114133', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:23.115982', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:23.549059', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 11.0)
(5, '2024-10-13T20:54:23.551318', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 11.0)
(5, '2024-10-13T20:54:23.994671', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 11.0)
(5, '2024-10-13T20:54:23.996596', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 11.0)
(5, '2024-10-13T20:54:24.441138', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 11.0)
(5, '2024-10-13T20:54:24.443884', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 11.0)
(5, '2024-10-13T20:54:24.880050', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 11.0)
(5, '2024-10-13T20:54:24.881728', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 11.0)
(5, '2024-10-13T20:54:25.305713', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 11.0)
(5, '2024-10-13T20:54:25.307499', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 11.0)
(5, '2024-10-13T20:54:25.750409', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:25.752163', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:26.173391', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:26.175214', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:26.620289', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:26.621920', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:27.046246', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:27.048121', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:27.503139', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 9.0)
(5, '2024-10-13T20:54:27.504711', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 9.0)
(5, '2024-10-13T20:54:27.927163', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:27.929044', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:28.371316', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:28.373081', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:28.800429', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:28.802376', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:29.247349', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:29.250147', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:29.677402', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:29.679230', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:30.121894', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:30.124033', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:30.544729', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:30.546646', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:30.998623', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:31.000712', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:31.561407', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:31.564453', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:31.869465', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:31.871220', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:32.306297', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 9.0)
(5, '2024-10-13T20:54:32.308105', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 9.0)
(5, '2024-10-13T20:54:32.739759', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:32.741756', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:33.172785', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:33.174848', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:33.619133', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:33.621402', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:34.052560', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 9.0)
(5, '2024-10-13T20:54:34.054466', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 9.0)
(5, '2024-10-13T20:54:34.493513', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:34.495386', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:34.927718', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:34.929412', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:35.360876', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:35.362757', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:35.790707', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:35.792847', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:36.238487', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:36.240436', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:36.664906', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:36.666683', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:37.101553', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:37.103429', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:37.537220', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:37.539069', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:37.979207', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 9.0)
(5, '2024-10-13T20:54:37.981041', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 9.0)
(5, '2024-10-13T20:54:38.414758', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 9.0)
(5, '2024-10-13T20:54:38.416630', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 9.0)
(5, '2024-10-13T20:54:38.840570', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:38.842373', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:39.285698', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:39.287565', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:39.719508', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:39.721424', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:40.162594', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:40.164607', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:40.598003', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:40.599950', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:41.044457', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:41.046453', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:41.480563', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:41.482485', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:41.918698', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:41.920566', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:42.343718', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:42.345634', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:42.791519', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:42.793362', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:43.218243', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:43.219975', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:43.662283', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:43.664337', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:44.109312', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:44.111439', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:44.542813', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:44.544666', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:44.965356', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:44.966943', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:45.404275', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 9.0)
(5, '2024-10-13T20:54:45.406296', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 9.0)
(5, '2024-10-13T20:54:45.839465', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 9.0)
(5, '2024-10-13T20:54:45.841468', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 9.0)
(5, '2024-10-13T20:54:46.283390', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 9.0)
(5, '2024-10-13T20:54:46.285160', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 9.0)
(5, '2024-10-13T20:54:46.717467', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:46.719215', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:47.150309', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:47.152070', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:47.594486', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 9.0)
(5, '2024-10-13T20:54:47.596339', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 9.0)
(5, '2024-10-13T20:54:48.028264', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 9.0)
(5, '2024-10-13T20:54:48.030274', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 9.0)
(5, '2024-10-13T20:54:48.463517', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 9.0)
(5, '2024-10-13T20:54:48.465442', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 9.0)
(5, '2024-10-13T20:54:48.912511', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:48.914140', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:49.337411', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:49.339152', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:49.772339', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 9.0)
(5, '2024-10-13T20:54:49.774187', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 9.0)
(5, '2024-10-13T20:54:50.205551', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:50.207497', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:50.660156', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:50.662154', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:51.082931', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:51.084803', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:51.519394', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:51.521114', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:51.963326', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:51.965099', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:52.388667', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:52.390765', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:52.832651', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:52.834927', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:53.267753', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:53.269554', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:53.706525', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:53.708237', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:54.140622', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:54.142553', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:54.577437', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:54.579005', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:55.018152', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:55.020337', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
(5, '2024-10-13T20:54:55.464300', 101.5, 1, 47.152155637669935, 37.51730917399983, 180.0, 10.0)
(5, '2024-10-13T20:54:55.466228', 101.5, 2, 47.131840148609655, 37.454905671766035, 140.0, 10.0)
